,AAPL,MSFT,GOOG,META
2005-02-11,1201054400.0,83835900.0,526606480.0,
2005-02-14,1271463200.0,58694000.0,1548269624.0,
2005-02-15,2312217600.0,76551600.0,1035177611.0,
2005-02-16,1639243200.0,57506600.0,663770685.0,
2005-02-17,1518473600.0,67024800.0,418137429.0,
2005-02-18,1163254400.0,77091100.0,340708289.0,
2005-02-21,1163254400.0,77091100.0,340708289.0,
2005-02-22,1219293600.0,96419200.0,541369609.0,
2005-02-23,1345181600.0,83689400.0,625776806.0,
2005-02-24,1519028000.0,85236300.0,1036442333.0,
2005-02-25,915510400.0,62467700.0,400435325.0,
2005-02-28,651610400.0,82728000.0,313908211.0,
2005-03-01,468188000.0,56394800.0,373844027.0,
2005-03-02,458161200.0,67739000.0,292512314.0,
2005-03-03,1411653600.0,52183600.0,305484756.0,
2005-03-04,756618800.0,63058200.0,271979640.0,
2005-03-07,450632000.0,80407400.0,347995502.0,
2005-03-08,1021451200.0,52871800.0,323050350.0,
2005-03-09,1322465200.0,62991800.0,456119263.0,
2005-03-10,777109200.0,59132900.0,440063306.0,
2005-03-11,632830800.0,60617900.0,322335682.0,
2005-03-14,605385200.0,65550500.0,447535208.0,
2005-03-15,508608800.0,71469400.0,418446584.0,
2005-03-16,697813200.0,74841400.0,285317446.0,
2005-03-17,801920000.0,60573200.0,331662510.0,
2005-03-18,940150400.0,135904000.0,284663002.0,
2005-03-21,541128000.0,71446200.0,300470030.0,
2005-03-22,551415200.0,102113300.0,226112360.0,
2005-03-23,609823200.0,79293300.0,194526410.0,
2005-03-24,352704800.0,78820900.0,148763520.0,
2005-03-25,352704800.0,78820900.0,148763520.0,
2005-03-28,275410800.0,49802000.0,350830087.0,
2005-03-29,461356000.0,74231700.0,259890496.0,
2005-03-30,394959600.0,59585700.0,250378977.0,
2005-03-31,636134800.0,62382300.0,271758815.0,
2005-04-01,641284000.0,64619600.0,248206866.0,
2005-04-04,580014400.0,62196400.0,324266893.0,
2005-04-05,556239600.0,73549600.0,350777892.0,
2005-04-06,414825600.0,78020200.0,210891521.0,
2005-04-07,506987600.0,77451500.0,389141150.0,
2005-04-08,649950000.0,47956300.0,205431131.0,
2005-04-11,821662800.0,47791800.0,217231195.0,
2005-04-12,981061200.0,67517800.0,293881426.0,
2005-04-13,1371946800.0,60929300.0,263214910.0,
2005-04-14,2753192400.0,66754400.0,247030473.0,
2005-04-15,1728087200.0,100251600.0,464831797.0,
2005-04-18,1327177600.0,75766400.0,262994085.0,
2005-04-19,1081642800.0,65956200.0,338463908.0,
2005-04-20,945131600.0,91923500.0,620376641.0,
2005-04-21,759592400.0,93562300.0,712737539.0,
2005-04-22,839129200.0,80087500.0,1333182435.0,
2005-04-25,746460400.0,75457900.0,796574608.0,
2005-04-26,810507600.0,60464300.0,693469588.0,
2005-04-27,613888800.0,47732800.0,412131000.0,
2005-04-28,575106000.0,83623100.0,348613811.0,
2005-04-29,671630400.0,98641200.0,368182886.0,
2005-05-02,465920000.0,54376700.0,392160425.0,
2005-05-03,496739600.0,67867800.0,713873782.0,
2005-05-04,448176400.0,86864200.0,485151677.0,
2005-05-05,387366000.0,59362300.0,301509913.0,
2005-05-06,326247600.0,64322600.0,271570110.0,
2005-05-09,355695200.0,61872400.0,222302131.0,
2005-05-10,440263600.0,62235100.0,254783425.0,
2005-05-11,2041981200.0,59463300.0,460873014.0,
2005-05-12,970242000.0,74540700.0,359269602.0,
2005-05-13,702713200.0,77204300.0,297731805.0,
2005-05-16,474294800.0,50577300.0,228107811.0,
2005-05-17,588344400.0,39983200.0,313526787.0,
2005-05-18,636722800.0,71182400.0,494325936.0,
2005-05-19,793161600.0,52120800.0,390116793.0,
2005-05-20,452650800.0,64444500.0,327763952.0,
2005-05-23,1042574400.0,75421100.0,858738744.0,
2005-05-24,593460000.0,61287700.0,1166078427.0,
2005-05-25,396006800.0,35749000.0,725023418.0,
2005-05-26,525520800.0,50579200.0,543895039.0,
2005-05-27,316008000.0,54978000.0,489190760.0,
2005-05-30,316008000.0,54978000.0,489190760.0,
2005-05-31,404205200.0,46131100.0,892805959.0,
2005-06-01,453812800.0,54621000.0,1412944285.0,
2005-06-02,373973600.0,27212500.0,721658854.0,
2005-06-03,956869200.0,79659500.0,754108027.0,
2005-06-06,811966400.0,40756900.0,904413304.0,
2005-06-07,745264800.0,54511400.0,976566743.0,
2005-06-08,404006400.0,45369700.0,1031889331.0,
2005-06-09,390255600.0,52767900.0,660109011.0,
2005-06-10,678932800.0,39459800.0,509767599.0,
2005-06-13,435772400.0,49104100.0,514047581.0,
2005-06-14,347846800.0,44243300.0,405189077.0,
2005-06-15,563343200.0,50764800.0,838454999.0,
2005-06-16,547674400.0,65918800.0,500364485.0,
2005-06-17,596125600.0,90821300.0,418940428.0,
2005-06-20,323716400.0,50538900.0,844140229.0,
2005-06-21,370526800.0,81084000.0,607560783.0,
2005-06-22,424925200.0,60492700.0,420530365.0,
2005-06-23,674254000.0,105159800.0,564363474.0,
2005-06-24,410709600.0,57970700.0,713512433.0,
2005-06-27,600171600.0,61636200.0,714785186.0,
2005-06-28,350299600.0,53058100.0,764314139.0,
2005-06-29,448358400.0,55859900.0,734691521.0,
2005-06-30,418390000.0,82018200.0,606039101.0,
2005-07-01,250000800.0,69718400.0,370487492.0,
2005-07-04,250000800.0,69718400.0,370487492.0,
2005-07-05,454269200.0,61883500.0,300883574.0,
2005-07-06,394626400.0,64214600.0,321211484.0,
2005-07-07,383723200.0,80082900.0,428484066.0,
2005-07-08,290735200.0,56104000.0,299422117.0,
2005-07-11,388788400.0,61525400.0,336869956.0,
2005-07-12,387038400.0,63384800.0,235475323.0,
2005-07-13,684835200.0,44749200.0,459230882.0,
2005-07-14,2096060400.0,69506800.0,428307406.0,
2005-07-15,687682800.0,56472800.0,338801168.0,
2005-07-18,586297600.0,39668000.0,249242734.0,
2005-07-19,671062000.0,113290100.0,506748324.0,
2005-07-20,453395600.0,71424800.0,574561556.0,
2005-07-21,404264000.0,112932100.0,794543021.0,
2005-07-22,301106400.0,97558900.0,938978379.0,
2005-07-25,294627200.0,45174600.0,387800142.0,
2005-07-26,268592800.0,51476400.0,394147846.0,
2005-07-27,283749200.0,57977300.0,289798178.0,
2005-07-28,251311200.0,44738700.0,237912424.0,
2005-07-29,562080400.0,59524400.0,335785908.0,
2005-08-01,314249600.0,61346800.0,227344963.0,
2005-08-02,296875600.0,137510100.0,292701018.0,
2005-08-03,258322400.0,139422400.0,238113174.0,
2005-08-04,269304000.0,91461400.0,210245108.0,
2005-08-05,241931200.0,82212400.0,238478538.0,
2005-08-08,176383200.0,77207200.0,179943955.0,
2005-08-09,380839200.0,64761800.0,232038489.0,
2005-08-10,360945200.0,62818800.0,276191367.0,
2005-08-11,271983600.0,48646800.0,301722708.0,
2005-08-12,916036800.0,52006500.0,264423423.0,
2005-08-15,1086727600.0,45976600.0,328213631.0,
2005-08-16,537622400.0,46894600.0,285433881.0,
2005-08-17,499724400.0,52413100.0,155914222.0,
2005-08-18,442559600.0,40861900.0,476692087.0,
2005-08-19,376569200.0,36043500.0,222547046.0,
2005-08-22,387732800.0,41691700.0,273541472.0,
2005-08-23,295604400.0,48296700.0,233740846.0,
2005-08-24,572070800.0,63645000.0,345012362.0,
2005-08-25,276253600.0,39306300.0,175720183.0,
2005-08-26,261058000.0,36774600.0,150775031.0,
2005-08-29,256295200.0,52307700.0,237005036.0,
2005-08-30,518761600.0,55163200.0,192398464.0,
2005-08-31,402956400.0,65210200.0,202114747.0,
2005-09-01,356367200.0,75974500.0,110095123.0,
2005-09-02,222378800.0,52047500.0,137894934.0,
2005-09-05,222378800.0,52047500.0,137894934.0,
2005-09-06,818619200.0,46089000.0,169123549.0,
2005-09-07,963074000.0,44656100.0,301104399.0,
2005-09-08,702640400.0,52552300.0,265523531.0,
2005-09-09,615641600.0,41515800.0,176278267.0,
2005-09-12,452796400.0,40550500.0,417017246.0,
2005-09-13,492884000.0,63422900.0,413540262.0,
2005-09-14,474426400.0,54969600.0,452722579.0,
2005-09-15,415156000.0,60357200.0,620966845.0,
2005-09-16,591004400.0,187384300.0,304328438.0,
2005-09-19,783731200.0,61832300.0,231339881.0,
2005-09-20,819828800.0,61043400.0,375441994.0,
2005-09-21,434747600.0,68281800.0,406305245.0,
2005-09-22,463727600.0,71314900.0,522206047.0,
2005-09-23,558457200.0,66396800.0,340623975.0,
2005-09-26,546562800.0,56203700.0,397259466.0,
2005-09-27,341703600.0,48797900.0,275954483.0,
2005-09-28,1125544000.0,71019400.0,321095049.0,
2005-09-29,636846000.0,66807100.0,225393676.0,
2005-09-30,531633200.0,57644500.0,367424053.0,
2005-10-03,507553200.0,55341300.0,367785402.0,
2005-10-04,539459200.0,151666300.0,367143003.0,
2005-10-05,610769600.0,73684700.0,334384676.0,
2005-10-06,757537200.0,81724600.0,320950509.0,
2005-10-07,677882800.0,50768700.0,271827070.0,
2005-10-10,507505600.0,48880900.0,223723439.0,
2005-10-11,1225884800.0,76567300.0,342984790.0,
2005-10-12,2697486400.0,71294400.0,373643277.0,
2005-10-13,1865575600.0,70192000.0,424292413.0,
2005-10-14,1035552000.0,53846700.0,342041267.0,
2005-10-17,616834400.0,46924400.0,303802474.0,
2005-10-18,609588000.0,69328200.0,284173173.0,
2005-10-19,1008683200.0,66574500.0,281479113.0,
2005-10-20,1357762000.0,58830600.0,558553779.0,
2005-10-21,796726000.0,69431200.0,919128253.0,
2005-10-24,609753200.0,51868000.0,378682093.0,
2005-10-25,465127600.0,41310500.0,276163262.0,
2005-10-26,631593200.0,58178100.0,357635500.0,
2005-10-27,411541200.0,61566100.0,206145800.0,
2005-10-28,769787200.0,106559300.0,237025111.0,
2005-10-31,940844800.0,75122100.0,575866428.0,
2005-11-01,749686000.0,71370400.0,656696267.0,
2005-11-02,857060400.0,75067100.0,424200069.0,
2005-11-03,884382800.0,73421600.0,299052737.0,
2005-11-04,878035200.0,57464000.0,354319116.0,
2005-11-07,638831200.0,77104800.0,385098052.0,
2005-11-08,473765600.0,60091700.0,317084071.0,
2005-11-09,552930000.0,59562100.0,420245300.0,
2005-11-10,665344400.0,73314800.0,366516664.0,
2005-11-11,425448800.0,51945600.0,283615089.0,
2005-11-14,369933200.0,67152200.0,313486637.0,
2005-11-15,536841200.0,65081000.0,346289130.0,
2005-11-16,784515200.0,86277000.0,349111670.0,
2005-11-17,676205600.0,91351000.0,369869183.0,
2005-11-18,524960800.0,75431200.0,282077347.0,
2005-11-21,511711200.0,65794400.0,414953540.0,
2005-11-22,540282400.0,104253300.0,385278727.0,
2005-11-23,485853200.0,70541300.0,404912042.0,
2005-11-24,485853200.0,70541300.0,404912042.0,
2005-11-25,395012800.0,44082500.0,194329675.0,
2005-11-28,1018519600.0,57517200.0,441986487.0,
2005-11-29,891433200.0,62220400.0,863054861.0,
2005-11-30,595674800.0,55904700.0,626202395.0,
2005-12-01,812893200.0,61006100.0,391257051.0,
2005-12-02,895762000.0,42319600.0,302870996.0,
2005-12-05,583671200.0,47517300.0,413118688.0,
2005-12-06,857029600.0,65980000.0,607279734.0,
2005-12-07,679464800.0,55583200.0,468385066.0,
2005-12-08,790479200.0,63931600.0,357735875.0,
2005-12-09,555402400.0,48467000.0,306881974.0,
2005-12-12,524994400.0,63757200.0,279046027.0,
2005-12-13,493816400.0,104285500.0,327775997.0,
2005-12-14,1450716400.0,65076200.0,266210095.0,
2005-12-15,561162000.0,79018100.0,242738446.0,
2005-12-16,671171200.0,88542500.0,655668429.0,
2005-12-19,529295200.0,68680100.0,880760980.0,
2005-12-20,479108000.0,62960600.0,404899997.0,
2005-12-21,475736800.0,75800900.0,450558497.0,
2005-12-22,370610800.0,91276900.0,302995460.0,
2005-12-23,229857600.0,30689200.0,184492943.0,
2005-12-26,229857600.0,30689200.0,184492943.0,
2005-12-27,590590000.0,37819000.0,269116950.0,
2005-12-28,398115200.0,35444400.0,285783185.0,
2005-12-29,490025200.0,34495500.0,278873383.0,
2005-12-30,624262800.0,49044600.0,304621533.0,
2006-01-02,624262800.0,49044600.0,304621533.0,
2006-01-03,807234400.0,79973000.0,526815259.0,
2006-01-04,619603600.0,57975600.0,613747887.0,
2006-01-05,449422400.0,48245500.0,433952486.0,
2006-01-06,704457600.0,100963000.0,712938289.0,
2006-01-09,675040800.0,55625000.0,513593887.0,
2006-01-10,2279869200.0,64921900.0,365247927.0,
2006-01-11,1493794400.0,70120700.0,361646478.0,
2006-01-12,1280809600.0,45994800.0,406530084.0,
2006-01-13,776305600.0,41418000.0,307411953.0,
2006-01-16,776305600.0,41418000.0,307411953.0,
2006-01-17,835623600.0,58566600.0,332051965.0,
2006-01-18,1200637200.0,52376200.0,822499417.0,
2006-01-19,1695848000.0,60367600.0,583671575.0,
2006-01-20,1134758800.0,79165900.0,1650832619.0,
2006-01-23,1059730000.0,47925600.0,913065614.0,
2006-01-24,1142254400.0,63040700.0,620902605.0,
2006-01-25,1275786400.0,59072100.0,752401655.0,
2006-01-26,1181387200.0,69509300.0,518982008.0,
2006-01-27,953864800.0,134520700.0,339355237.0,
2006-01-30,1398401200.0,103999200.0,344843732.0,
2006-01-31,913542000.0,94841300.0,885948351.0,
2006-02-01,521186400.0,68448800.0,1088966472.0,
2006-02-02,707322000.0,55073400.0,474078326.0,
2006-02-03,692123600.0,75022700.0,734012987.0,
2006-02-06,1651767600.0,60170500.0,358956433.0,
2006-02-07,1388830800.0,72159500.0,667701363.0,
2006-02-08,953114400.0,51795200.0,835283155.0,
2006-02-09,1149764000.0,52861700.0,478282024.0,
2006-02-10,1760477600.0,52127000.0,611222457.0,
2006-02-13,883498000.0,46707000.0,791668286.0,
2006-02-14,1160938800.0,58432900.0,588357072.0,
2006-02-15,1159771200.0,62808900.0,519821141.0,
2006-02-16,948175200.0,48868500.0,855815829.0,
2006-02-17,575999200.0,41513200.0,574955025.0,
2006-02-20,575999200.0,41513200.0,574955025.0,
2006-02-21,779606800.0,50216100.0,348742290.0,
2006-02-22,978238800.0,43043100.0,260018976.0,
2006-02-23,856917600.0,47359100.0,503945859.0,
2006-02-24,534744000.0,44753800.0,260344190.0,
2006-02-27,791240800.0,51301500.0,410019113.0,
2006-02-28,1266980400.0,65036100.0,1583416872.0,
2006-03-01,763817600.0,53061200.0,484256334.0,
2006-03-02,625273600.0,41850300.0,735960259.0,
2006-03-03,737668400.0,45218800.0,480273461.0,
2006-03-06,912665600.0,53054100.0,358928328.0,
2006-03-07,872877600.0,51613900.0,416708092.0,
2006-03-08,653251200.0,57547400.0,471585016.0,
2006-03-09,799304800.0,45360700.0,558501584.0,
2006-03-10,1043142800.0,41297200.0,775921484.0,
2006-03-13,861187600.0,40342600.0,547741403.0,
2006-03-14,642020400.0,39821800.0,740794310.0,
2006-03-15,891996000.0,57152000.0,512666424.0,
2006-03-16,749638400.0,73793700.0,402169802.0,
2006-03-17,812042000.0,120615000.0,343350155.0,
2006-03-20,605441200.0,67094100.0,417864410.0,
2006-03-21,1345366400.0,73199600.0,394717975.0,
2006-03-22,1345895600.0,145696100.0,304978867.0,
2006-03-23,1427826400.0,73682900.0,298502683.0,
2006-03-24,1071980000.0,69157600.0,609500025.0,
2006-03-27,1108072000.0,59908600.0,282001062.0,
2006-03-28,1370322800.0,58520500.0,359173242.0,
2006-03-29,2346834000.0,53150300.0,763952790.0,
2006-03-30,1390650800.0,54612000.0,590673723.0,
2006-03-31,815357200.0,62190500.0,1466331647.0,
2006-04-03,815791200.0,57605300.0,326125835.0,
2006-04-04,931924000.0,45470000.0,630984252.0,
2006-04-05,2233408800.0,41539300.0,538430634.0,
2006-04-06,2663768800.0,51885500.0,345229172.0,
2006-04-07,1545238800.0,47249400.0,282089392.0,
2006-04-10,903515200.0,39432000.0,374201361.0,
2006-04-11,939316000.0,42953400.0,445953300.0,
2006-04-12,739894400.0,32183000.0,241582128.0,
2006-04-13,734678000.0,28160000.0,263098475.0,
2006-04-14,734678000.0,28160000.0,263098475.0,
2006-04-17,721938000.0,35796200.0,331618345.0,
2006-04-18,794844400.0,56272700.0,326724069.0,
2006-04-19,1086033200.0,45111100.0,272284779.0,
2006-04-20,1666982800.0,45648300.0,492699864.0,
2006-04-21,788986800.0,58528000.0,905433112.0,
2006-04-24,707028000.0,42318400.0,354780840.0,
2006-04-25,529062800.0,49222500.0,384194678.0,
2006-04-26,710886400.0,39190000.0,292203159.0,
2006-04-27,845947200.0,96509600.0,334766100.0,
2006-04-28,760037600.0,591052200.0,297964674.0,
2006-05-01,750380400.0,174800900.0,416001453.0,
2006-05-02,771663200.0,190533500.0,526136725.0,
2006-05-03,686991200.0,211527100.0,324098263.0,
2006-05-04,860420400.0,171257400.0,186777474.0,
2006-05-05,563911600.0,131604300.0,243509324.0,
2006-05-08,594851600.0,80693500.0,205511431.0,
2006-05-09,531666800.0,75345900.0,366994449.0,
2006-05-10,459888800.0,76563300.0,248415646.0,
2006-05-11,812688800.0,92916700.0,357045296.0,
2006-05-12,641774000.0,83115900.0,405016432.0,
2006-05-15,529177600.0,67314800.0,344891912.0,
2006-05-16,936740000.0,82095100.0,260617209.0,
2006-05-17,754194000.0,98598300.0,427347823.0,
2006-05-18,658442400.0,95476400.0,234274840.0,
2006-05-19,985866000.0,100071200.0,457636930.0,
2006-05-22,718975600.0,87322300.0,345466056.0,
2006-05-23,694414000.0,79986300.0,360666820.0,
2006-05-24,916031200.0,107356700.0,383584400.0,
2006-05-25,463372000.0,83052700.0,329012615.0,
2006-05-26,432950000.0,46861600.0,147229793.0,
2006-05-29,432950000.0,46861600.0,147229793.0,
2006-05-30,563402000.0,52497500.0,173287097.0,
2006-05-31,1280977600.0,120202000.0,320448635.0,
2006-06-01,942508000.0,80230800.0,252061259.0,
2006-06-02,685787200.0,73935600.0,256413512.0,
2006-06-05,605785600.0,63914100.0,223173385.0,
2006-06-06,726037200.0,126601300.0,411930250.0,
2006-06-07,750506400.0,73827500.0,357788070.0,
2006-06-08,1397482800.0,104126900.0,415933198.0,
2006-06-09,775838000.0,52573800.0,247223193.0,
2006-06-12,717785600.0,74309700.0,201516513.0,
2006-06-13,1080643200.0,113175300.0,307512327.0,
2006-06-14,878136000.0,86081500.0,312045255.0,
2006-06-15,1190383600.0,121577300.0,272445379.0,
2006-06-16,838101600.0,147506500.0,212979318.0,
2006-06-19,704575200.0,129640900.0,306468429.0,
2006-06-20,672974400.0,90598500.0,162201701.0,
2006-06-21,863296000.0,91660300.0,351087046.0,
2006-06-22,965633200.0,76590600.0,237362370.0,
2006-06-23,660203600.0,60532600.0,213388847.0,
2006-06-26,466536000.0,53644100.0,142580431.0,
2006-06-27,550611600.0,84759100.0,164899777.0,
2006-06-28,850704400.0,71906500.0,148976315.0,
2006-06-29,873398400.0,121395500.0,267326263.0,
2006-06-30,739695600.0,73048800.0,251258261.0,
2006-07-03,194770800.0,25711400.0,86591354.0,
2006-07-04,194770800.0,25711400.0,86591354.0,
2006-07-05,518240800.0,53093500.0,200171490.0,
2006-07-06,633208800.0,44775200.0,148036806.0,
2006-07-07,799360800.0,63168800.0,242581861.0,
2006-07-10,529345600.0,50565100.0,178121149.0,
2006-07-11,825022800.0,88676300.0,239747276.0,
2006-07-12,927329200.0,77379300.0,197003661.0,
2006-07-13,1249906000.0,73099500.0,278018189.0,
2006-07-14,993036800.0,67499400.0,303216285.0,
2006-07-17,1024542400.0,37053500.0,233347377.0,
2006-07-18,1000448400.0,65047300.0,342751921.0,
2006-07-19,1390743200.0,82188200.0,342017177.0,
2006-07-20,1972146400.0,76605200.0,503427925.0,
2006-07-21,891892400.0,175483800.0,471946365.0,
2006-07-24,722856400.0,59586700.0,324656348.0,
2006-07-25,589069600.0,60075800.0,231307761.0,
2006-07-26,898427600.0,54942100.0,222105397.0,
2006-07-27,735044800.0,85386800.0,226489769.0,
2006-07-28,691507600.0,51705800.0,163956253.0,
2006-07-31,892841600.0,40254400.0,184500973.0,
2006-08-01,711765600.0,49168700.0,219347097.0,
2006-08-02,550768400.0,46462000.0,284976172.0,
2006-08-03,841044400.0,43155300.0,254028606.0,
2006-08-04,1852866400.0,45690400.0,204571922.0,
2006-08-07,1245512800.0,36862400.0,158467758.0,
2006-08-08,997864000.0,58171300.0,230589077.0,
2006-08-09,955838800.0,44405700.0,173086347.0,
2006-08-10,697760000.0,31753400.0,171114986.0,
2006-08-11,777529200.0,30255500.0,151224711.0,
2006-08-14,717620400.0,47831900.0,199476896.0,
2006-08-15,861352800.0,48994500.0,268932260.0,
2006-08-16,781284000.0,52373600.0,235005569.0,
2006-08-17,581148400.0,45674800.0,203969673.0,
2006-08-18,536354000.0,128414800.0,198830482.0,
2006-08-21,526226400.0,88398300.0,161535213.0,
2006-08-22,576968000.0,89312400.0,167188323.0,
2006-08-23,536258800.0,44648500.0,146238089.0,
2006-08-24,655191600.0,35933300.0,139822131.0,
2006-08-25,543958800.0,33115900.0,99037832.0,
2006-08-28,738161200.0,34190900.0,167184308.0,
2006-08-29,947332400.0,42711200.0,179068687.0,
2006-08-30,680142400.0,30283100.0,162382376.0,
2006-08-31,574697200.0,26380500.0,118839777.0,
2006-09-01,408494800.0,31594600.0,107316747.0,
2006-09-04,408494800.0,31594600.0,107316747.0,
2006-09-05,1012457600.0,44222400.0,163582859.0,
2006-09-06,974103200.0,50160400.0,149522354.0,
2006-09-07,1267957600.0,51266900.0,154256030.0,
2006-09-08,895921600.0,36866800.0,123798294.0,
2006-09-11,949124400.0,55608200.0,181847062.0,
2006-09-12,1684687200.0,52248800.0,218503948.0,
2006-09-13,1146138000.0,37706700.0,392192544.0,
2006-09-14,801729600.0,74324500.0,215448538.0,
2006-09-15,981853600.0,126057700.0,314703180.0,
2006-09-18,705278000.0,49135000.0,285333506.0,
2006-09-19,710049200.0,43039100.0,573858932.0,
2006-09-20,822791200.0,71676400.0,367283528.0,
2006-09-21,794124800.0,58495100.0,429287065.0,
2006-09-22,665112000.0,47712500.0,186681114.0,
2006-09-25,858992400.0,67903900.0,230352192.0,
2006-09-26,1102948000.0,54766500.0,212369039.0,
2006-09-27,810373200.0,66233900.0,235949093.0,
2006-09-28,723609600.0,44179700.0,205061752.0,
2006-09-29,405812400.0,34283500.0,132932403.0,
2006-10-02,712639200.0,52908100.0,146623529.0,
2006-10-03,790708800.0,39386200.0,219407321.0,
2006-10-04,829082800.0,82191200.0,267470802.0,
2006-10-05,683883200.0,81967200.0,232460064.0,
2006-10-06,466958800.0,36452200.0,294559960.0,
2006-10-09,438222400.0,33366300.0,304468963.0,
2006-10-10,531588400.0,34598500.0,393011603.0,
2006-10-11,571855200.0,37219600.0,226260915.0,
2006-10-12,592855200.0,120174900.0,194486260.0,
2006-10-13,684196800.0,129751900.0,145443121.0,
2006-10-16,508692800.0,49744800.0,173423607.0,
2006-10-17,480925200.0,40122600.0,209221284.0,
2006-10-18,1133907600.0,40630800.0,241594173.0,
2006-10-19,1512977200.0,44730800.0,461864718.0,
2006-10-20,639413600.0,48887800.0,467662368.0,
2006-10-23,832507200.0,48525000.0,606444615.0,
2006-10-24,463212400.0,61409600.0,347706422.0,
2006-10-25,485214800.0,40717100.0,368877480.0,
2006-10-26,432756800.0,69964200.0,282322262.0,
2006-10-27,594966400.0,89060100.0,265150137.0,
2006-10-30,499917600.0,47296800.0,263508004.0,
2006-10-31,501474400.0,61861700.0,252358369.0,
2006-11-01,611192400.0,75895900.0,217865564.0,
2006-11-02,465483200.0,58674400.0,210253137.0,
2006-11-03,431888800.0,41124500.0,197043811.0,
2006-11-06,434576800.0,60446200.0,200408375.0,
2006-11-07,525932400.0,56511200.0,196618221.0,
2006-11-08,690916800.0,77403300.0,319794191.0,
2006-11-09,923053600.0,89407500.0,195899538.0,
2006-11-10,373864400.0,37855100.0,112287309.0,
2006-11-13,450674000.0,47271800.0,174326980.0,
2006-11-14,588954800.0,63012500.0,290019003.0,
2006-11-15,655323200.0,63943200.0,336083018.0,
2006-11-16,693940800.0,64328500.0,204467533.0,
2006-11-17,466424000.0,49356700.0,221266263.0,
2006-11-20,570794000.0,85703800.0,205748315.0,
2006-11-21,622666800.0,66446600.0,338363534.0,
2006-11-22,671941200.0,43907200.0,180702789.0,
2006-11-23,671941200.0,43907200.0,180702789.0,
2006-11-24,518677600.0,20456700.0,69567783.0,
2006-11-27,1074836000.0,72722100.0,294086191.0,
2006-11-28,1036173600.0,52602300.0,313073093.0,
2006-11-29,1157083200.0,58775100.0,253558852.0,
2006-11-30,870486400.0,53297400.0,223936234.0,
2006-12-01,795079600.0,72257000.0,226100315.0,
2006-12-04,709536800.0,55123400.0,196730641.0,
2006-12-05,662838400.0,45606000.0,164735162.0,
2006-12-06,638184400.0,48564100.0,178679233.0,
2006-12-07,1004827600.0,46831100.0,187271318.0,
2006-12-08,784277200.0,108854900.0,159591956.0,
2006-12-11,499780400.0,107712000.0,131025281.0,
2006-12-12,1026620000.0,68529400.0,167866857.0,
2006-12-13,857052000.0,46002500.0,187182988.0,
2006-12-14,832330800.0,85866500.0,190668002.0,
2006-12-15,739939200.0,102783700.0,208410256.0,
2006-12-18,721576800.0,56986800.0,321865927.0,
2006-12-19,911405600.0,53822100.0,264467588.0,
2006-12-20,567691600.0,31202100.0,175366863.0,
2006-12-21,903599200.0,32270500.0,279174507.0,
2006-12-22,613303600.0,37971700.0,160129965.0,
2006-12-25,613303600.0,37971700.0,160129965.0,
2006-12-26,490688800.0,37098300.0,83282999.0,
2006-12-27,1935754800.0,31248400.0,169894428.0,
2006-12-28,1119876800.0,26690600.0,125115211.0,
2006-12-29,1076429200.0,41739800.0,102751700.0,
2007-01-01,1076429200.0,41739800.0,102751700.0,
2007-01-02,1076429200.0,41739800.0,102751700.0,
2007-01-03,1238319600.0,76935100.0,309415434.0,
2007-01-04,847260400.0,45774500.0,316686586.0,
2007-01-05,834741600.0,44607200.0,275914333.0,
2007-01-08,797106800.0,50220200.0,190888826.0,
2007-01-09,3349298400.0,44636600.0,216062832.0,
2007-01-10,2952880000.0,55017400.0,239634856.0,
2007-01-11,1440252800.0,99464300.0,289408724.0,
2007-01-12,1312690400.0,103972500.0,179618741.0,
2007-01-15,1312690400.0,103972500.0,179618741.0,
2007-01-16,1244076400.0,62379600.0,303890804.0,
2007-01-17,1646260000.0,58519600.0,268968395.0,
2007-01-18,2364605600.0,56364300.0,238169384.0,
2007-01-19,1364473600.0,75826900.0,199878396.0,
2007-01-22,1454026000.0,56143900.0,216982266.0,
2007-01-23,1207424400.0,49171200.0,187319498.0,
2007-01-24,927813600.0,58527800.0,243280470.0,
2007-01-25,905973600.0,97378700.0,255694828.0,
2007-01-26,986874000.0,96103700.0,220684089.0,
2007-01-29,901664400.0,57605900.0,191744020.0,
2007-01-30,577970400.0,61900400.0,167846782.0,
2007-01-31,856069200.0,73968400.0,490074058.0,
2007-02-01,664342000.0,55355800.0,628695706.0,
2007-02-02,621530000.0,60401700.0,252402534.0,
2007-02-05,578852400.0,99102100.0,289356529.0,
2007-02-06,864393600.0,79281100.0,213673912.0,
2007-02-07,1066825200.0,65145500.0,165409681.0,
2007-02-08,679030800.0,48749000.0,163679219.0,
2007-02-09,860540800.0,69823100.0,195072449.0,
2007-02-12,724071600.0,52774400.0,231042771.0,
2007-02-13,580986000.0,50348100.0,163113105.0,
2007-02-14,507981600.0,55588600.0,228806420.0,
2007-02-15,363661200.0,63858100.0,162302076.0,
2007-02-16,399868000.0,109340300.0,248006116.0,
2007-02-19,399868000.0,109340300.0,248006116.0,
2007-02-20,617702400.0,53978200.0,163313855.0,
2007-02-21,1155313600.0,68604900.0,226469694.0,
2007-02-22,838224800.0,57754400.0,230617182.0,
2007-02-23,517893600.0,63787100.0,155886118.0,
2007-02-26,615848800.0,63481900.0,159391206.0,
2007-02-27,1145813200.0,87143300.0,373908266.0,
